inverter_id,st,pv,mppt,north,east,lat,lon,elev_m,slope_deg,aspect_deg,cross_slope_deg,plane_rms_m,table_east,table_north,table_lat,table_lon
WB01-INV25,1,1,1,9890226.734,459645.913,-0.9931321,116.6372963,67.26,9.474,359.9,-0.02,0.037,459647.047,9890228.489,-0.9931163,116.6373065
WB01-INV25,2,2,1,9890212.213,459568.033,-0.9932634,116.6365963,68.31,1.54,203.7,-0.62,0.345,,,,
WB01-INV25,3,3,2,9890204.68,459568.163,-0.9933316,116.6365975,68.74,10.194,183.1,-0.56,0.474,,,,
WB01-INV25,4,4,2,9890219.596,459583.71,-0.9931967,116.6367372,67.58,4.005,184.8,-0.34,0.316,,,,
WB01-INV25,5,5,3,9890212.197,459583.582,-0.9932636,116.6367361,67.96,0.885,334.4,-0.38,0.219,,,,
WB01-INV25,6,6,3,9890204.845,459583.741,-0.9933301,116.6367375,68.48,4.135,188.4,-0.61,0.315,,,,
WB01-INV25,7,7,4,9890219.59,459599.269,-0.9931967,116.6368771,67.58,10.061,1.1,0.2,0.078,459600.247,9890221.221,-0.993182,116.6368859
WB01-INV25,8,8,4,9890212.176,459599.225,-0.9932638,116.6368767,68.01,10.938,3.3,0.64,0.076,459600.247,9890213.953,-0.9932477,116.6368859
WB01-INV25,9,9,5,9890204.87,459599.303,-0.9933299,116.6368774,68.44,10.86,1.6,0.31,0.069,459600.247,9890206.685,-0.9933135,116.6368859
WB01-INV25,10,10,5,9890219.579,459614.884,-0.9931968,116.6370174,67.54,9.879,3.9,0.68,0.067,459615.847,9890221.221,-0.993182,116.6370261
WB01-INV25,11,11,6,9890212.145,459614.801,-0.9932641,116.6370167,67.89,10.446,1.9,0.35,0.059,459615.847,9890213.953,-0.9932477,116.6370261
WB01-INV25,12,12,6,9890212.144,459630.401,-0.9932641,116.6371569,67.88,10.992,1.2,0.23,0.09,459631.447,9890213.953,-0.9932478,116.6371663
WB01-INV25,13,13,7,9890219.573,459630.415,-0.9931969,116.637157,67.55,10.547,0.2,0.04,0.043,459631.447,9890221.221,-0.993182,116.6371663
WB01-INV25,14,14,7,9890219.495,459645.967,-0.9931976,116.6372968,67.63,10.04,2.3,0.41,0.049,459647.047,9890221.221,-0.993182,116.6373065
WB01-INV25,15,15,8,9890212.033,459646.01,-0.9932651,116.6372972,68.07,10.252,359.7,-0.05,0.048,459647.047,9890213.953,-0.9932478,116.6373065
WB01-INV25,16,16,8,9890226.649,459661.567,-0.9931329,116.637437,67.34,10.054,0.5,0.09,0.102,459662.647,9890228.489,-0.9931163,116.6374467
WB01-INV25,17,17,9,9890219.467,459661.617,-0.9931979,116.6374375,67.69,10.666,1.6,0.3,0.131,459662.647,9890221.221,-0.993182,116.6374467
WB01-INV25,18,18,9,9890212.073,459661.57,-0.9932648,116.637437,68.34,10.732,2.4,0.45,0.171,459662.647,9890213.953,-0.9932478,116.6374467
WB02-INV01,1,1,1,9890241.334,459726.987,-0.9930001,116.638025,68.04,10.955,1.6,0.31,0.116,459728.138,9890243.025,-0.9929848,116.6380354
WB02-INV01,2,2,1,9890241.349,459742.529,-0.993,116.6381647,68.1,9.504,7.4,1.24,0.179,459743.738,9890243.025,-0.9929849,116.6381756
WB02-INV01,3,3,2,9890255.932,459789.327,-0.9928681,116.6385853,70.82,11.283,2.3,0.46,0.137,459790.538,9890257.561,-0.9928534,116.6385962
WB02-INV01,4,4,2,9890248.808,459789.417,-0.9929326,116.6385862,72.42,12.043,3.4,0.72,0.227,459790.538,9890250.293,-0.9929191,116.6385962
WB02-INV01,5,5,3,9890241.524,459789.418,-0.9929985,116.6385862,73.21,14.824,1.5,0.4,0.367,459790.538,9890243.025,-0.9929849,116.6385962
WB02-INV01,6,6,3,9890255.986,459804.913,-0.9928677,116.6387254,71.14,11.713,2.3,0.48,0.146,459806.138,9890257.561,-0.9928534,116.6387364
WB02-INV01,7,7,4,9890248.807,459804.945,-0.9929326,116.6387257,72.6,11.726,4.8,1.0,0.325,459806.138,9890250.293,-0.9929192,116.6387364
WB02-INV01,8,8,4,9890241.575,459805.021,-0.992998,116.6387264,73.51,12.966,3.6,0.83,0.322,459806.138,9890243.025,-0.9929849,116.6387364
WB02-INV01,9,9,5,9890256.033,459820.485,-0.9928673,116.6388654,71.41,10.581,5.1,0.95,0.172,459821.738,9890257.561,-0.9928534,116.6388767
WB02-INV01,10,10,5,9890248.812,459820.502,-0.9929326,116.6388655,72.65,11.391,7.4,1.49,0.214,459821.738,9890250.293,-0.9929192,116.6388766
WB02-INV01,11,11,6,9890241.586,459820.528,-0.9929979,116.6388658,73.45,11.606,9.0,1.84,0.271,459821.738,9890243.025,-0.9929849,116.6388766
WB02-INV01,12,12,6,9890256.08,459836.078,-0.9928668,116.6390055,71.36,10.116,6.2,1.1,0.211,459837.338,9890257.561,-0.9928534,116.6390169
WB02-INV01,13,13,7,9890248.815,459836.087,-0.9929326,116.6390056,72.54,11.154,5.6,1.1,0.272,459837.338,9890250.293,-0.9929192,116.6390169
WB02-INV01,14,14,7,9890241.569,459836.134,-0.9929981,116.639006,73.29,14.527,1.2,0.31,0.275,459837.338,9890243.025,-0.9929849,116.6390168
WB02-INV01,15,15,8,9890256.093,459851.693,-0.9928667,116.6391459,71.23,10.957,4.1,0.79,0.147,459852.938,9890257.561,-0.9928535,116.6391571
WB02-INV01,16,16,8,9890248.821,459851.752,-0.9929325,116.6391464,72.54,11.511,8.3,1.68,0.308,459852.938,9890250.293,-0.9929192,116.6391571
WB02-INV01,17,17,9,9890241.557,459851.728,-0.9929982,116.6391462,73.26,12.389,4.6,1.01,0.228,459852.938,9890243.025,-0.992985,116.6391571
WB02-INV01,18,18,9,9890234.289,459851.754,-0.993064,116.6391464,74.13,11.13,9.0,1.76,0.329,459852.938,9890235.757,-0.9930507,116.6391571
WB02-INV02,1,1,1,9890234.085,459726.985,-0.9930657,116.638025,68.45,10.662,1.5,0.28,0.131,459728.138,9890235.757,-0.9930506,116.6380354
WB02-INV02,2,2,1,9890226.898,459726.949,-0.9931307,116.6380247,69.09,11.328,4.3,0.86,0.162,459728.138,9890228.489,-0.9931163,116.6380354
WB02-INV02,3,3,2,9890219.636,459726.968,-0.9931964,116.6380248,69.13,10.481,0.8,0.15,0.125,459728.138,9890221.221,-0.9931821,116.6380353
WB02-INV02,4,4,2,9890212.344,459726.997,-0.9932624,116.6380251,68.86,9.809,357.9,-0.36,0.078,459728.138,9890213.953,-0.9932479,116.6380353
WB02-INV02,5,5,3,9890204.978,459727.066,-0.9933291,116.6380257,69.12,12.838,357.8,-0.5,0.141,459728.138,9890206.685,-0.9933136,116.6380353
WB02-INV02,6,6,3,9890197.705,459727.077,-0.9933949,116.6380258,69.37,11.91,1.8,0.38,0.106,459728.138,9890199.417,-0.9933794,116.6380353
WB02-INV02,7,7,4,9890190.429,459727.02,-0.9934607,116.6380253,69.57,9.458,359.4,-0.1,0.077,459728.138,9890192.149,-0.9934451,116.6380353
WB02-INV02,8,8,4,9890183.18,459727.098,-0.9935263,116.638026,70.08,10.246,0.6,0.11,0.098,459728.138,9890184.881,-0.9935109,116.6380353
WB02-INV02,9,9,5,9890234.093,459742.534,-0.9930657,116.6381648,68.42,11.135,5.2,1.02,0.169,459743.738,9890235.757,-0.9930506,116.6381756
WB02-INV02,10,10,5,9890226.895,459742.564,-0.9931308,116.638165,68.98,10.339,7.6,1.38,0.204,459743.768,9890228.489,-0.9931164,116.6381758
WB02-INV02,11,11,6,9890219.607,459742.564,-0.9931967,116.638165,68.87,10.372,8.9,1.62,0.194,459743.768,9890221.221,-0.9931821,116.6381758
WB02-INV02,12,12,6,9890212.322,459742.596,-0.9932626,116.6381653,69.13,11.021,7.5,1.46,0.183,459743.768,9890213.953,-0.9932479,116.6381758
WB02-INV02,13,13,7,9890204.946,459742.686,-0.9933294,116.6381661,69.06,10.582,7.2,1.34,0.189,459743.738,9890206.685,-0.9933136,116.6381755
WB02-INV02,14,14,7,9890197.705,459742.636,-0.9933949,116.6381656,69.26,10.927,3.8,0.73,0.139,459743.738,9890199.417,-0.9933794,116.6381755
WB02-INV02,15,15,8,9890190.447,459742.669,-0.9934605,116.6381659,69.6,9.449,5.6,0.93,0.154,459743.738,9890192.149,-0.9934451,116.6381755
WB02-INV02,16,16,8,9890183.211,459742.666,-0.993526,116.6381659,70.26,11.216,3.3,0.65,0.152,459743.738,9890184.881,-0.9935109,116.6381755
WB02-INV02,17,17,9,9890197.718,459758.224,-0.9933948,116.6383057,69.14,10.186,10.3,1.84,0.215,459759.338,9890199.417,-0.9933794,116.6383157
WB02-INV02,18,18,9,9890190.483,459758.29,-0.9934602,116.6383063,69.57,10.006,8.7,1.53,0.222,459759.338,9890192.149,-0.9934451,116.6383157
WB02-INV03,1,1,1,9890175.966,459727.084,-0.9935915,116.6380258,70.6,10.682,359.4,-0.11,0.093,459728.138,9890177.613,-0.9935766,116.6380353
WB02-INV03,2,2,1,9890168.663,459727.105,-0.9936576,116.638026,70.99,11.867,0.1,0.02,0.119,459728.138,9890170.345,-0.9936424,116.6380353
WB02-INV03,3,3,2,9890161.407,459727.106,-0.9937232,116.638026,71.44,10.034,359.7,-0.05,0.095,459728.138,9890163.077,-0.9937081,116.6380353
WB02-INV03,4,4,2,9890175.984,459742.674,-0.9935914,116.638166,70.72,11.117,5.9,1.16,0.135,459743.738,9890177.613,-0.9935766,116.6381755
WB02-INV03,5,5,3,9890168.722,459742.65,-0.9936571,116.6381657,71.04,10.545,3.8,0.71,0.111,459743.738,9890170.345,-0.9936424,116.6381755
WB02-INV03,6,6,3,9890161.452,459742.678,-0.9937229,116.638166,71.65,12.231,4.7,1.02,0.174,459743.738,9890163.077,-0.9937081,116.6381755
WB02-INV03,7,7,4,9890183.258,459758.289,-0.9935256,116.6383063,70.15,10.205,4.9,0.88,0.14,459759.338,9890184.881,-0.9935109,116.6383157
WB02-INV03,8,8,4,9890176.022,459758.277,-0.9935911,116.6383062,70.51,10.859,2.7,0.52,0.13,459759.338,9890177.613,-0.9935767,116.6383157
WB02-INV03,9,9,5,9890168.745,459758.288,-0.9936569,116.6383063,70.92,9.798,2.6,0.45,0.119,459759.338,9890170.345,-0.9936424,116.6383157
WB02-INV03,10,10,5,9890161.473,459758.262,-0.9937227,116.638306,71.47,11.394,2.9,0.58,0.192,459759.338,9890163.077,-0.9937082,116.6383157
WB02-INV03,11,11,6,9890183.245,459773.9,-0.9935257,116.6384466,70.09,10.675,8.4,1.58,0.237,459774.938,9890184.881,-0.9935109,116.6384559
WB02-INV03,12,12,6,9890176.029,459773.887,-0.993591,116.6384465,70.51,10.069,6.4,1.13,0.183,459774.938,9890177.613,-0.9935767,116.6384559
WB02-INV03,13,13,7,9890168.753,459773.929,-0.9936568,116.6384469,70.88,10.363,2.4,0.44,0.124,459774.938,9890170.345,-0.9936424,116.6384559
WB02-INV03,14,14,7,9890161.455,459773.915,-0.9937229,116.6384467,71.19,11.416,4.6,0.93,0.169,459774.938,9890163.077,-0.9937082,116.6384559
WB02-INV03,15,15,8,9890168.767,459789.471,-0.9936567,116.6385866,70.61,11.505,1.4,0.28,0.098,459790.538,9890170.345,-0.9936424,116.6385961
WB02-INV03,16,16,8,9890161.495,459789.48,-0.9937225,116.6385866,70.9,11.234,359.5,-0.1,0.129,459790.538,9890163.077,-0.9937082,116.6385961
WB02-INV03,17,17,9,9890154.239,459789.509,-0.9937882,116.6385869,71.56,12.179,2.3,0.5,0.218,459790.538,9890155.809,-0.9937739,116.6385961
WB02-INV03,18,18,9,9890147.024,459789.539,-0.9938534,116.6385871,72.33,11.182,2.4,0.47,0.092,459790.538,9890148.541,-0.9938397,116.6385961
WB02-INV04,1,1,1,9890256.102,459867.357,-0.9928667,116.6392867,71.17,10.72,4.4,0.83,0.201,459868.538,9890257.561,-0.9928535,116.6392973
WB02-INV04,2,2,1,9890248.851,459867.413,-0.9929323,116.6392872,72.28,11.925,5.0,1.05,0.304,459868.538,9890250.293,-0.9929192,116.6392973
WB02-INV04,3,3,2,9890241.557,459867.336,-0.9929983,116.6392865,72.96,12.637,8.5,1.9,0.334,459868.538,9890243.025,-0.992985,116.6392973
WB02-INV04,4,4,2,9890256.157,459898.494,-0.9928662,116.6395665,69.8,10.484,1.4,0.26,0.165,459899.738,9890257.561,-0.9928535,116.6395777
WB02-INV04,5,5,3,9890248.879,459898.509,-0.992932,116.6395667,69.08,10.101,0.9,0.16,0.083,459899.738,9890250.293,-0.9929193,116.6395777
WB02-INV04,6,6,3,9890241.596,459898.554,-0.9929979,116.6395671,69.1,10.954,0.5,0.1,0.087,459899.738,9890243.025,-0.992985,116.6395777
WB02-INV04,7,7,4,9890234.308,459898.514,-0.9930639,116.6395667,69.14,10.706,1.5,0.28,0.149,459899.738,9890235.757,-0.9930508,116.6395777
WB02-INV04,8,8,4,9890227.079,459898.529,-0.9931293,116.6395668,69.43,10.468,1.4,0.26,0.114,459899.738,9890228.489,-0.9931165,116.6395777
WB02-INV04,9,9,5,9890256.177,459914.047,-0.992866,116.6397063,69.54,11.154,1.1,0.22,0.099,459915.338,9890257.561,-0.9928535,116.6397179
WB02-INV04,10,10,5,9890248.917,459914.023,-0.9929317,116.6397061,68.94,10.495,0.9,0.17,0.069,459915.338,9890250.293,-0.9929193,116.6397179
WB02-INV04,11,11,6,9890241.621,459914.067,-0.9929977,116.6397065,69.11,10.415,359.9,-0.02,0.106,459915.338,9890243.025,-0.992985,116.6397179
WB02-INV04,12,12,6,9890234.298,459914.037,-0.993064,116.6397062,68.99,10.602,1.8,0.34,0.084,459915.338,9890235.757,-0.9930508,116.6397179
WB02-INV04,13,13,7,9890227.074,459914.062,-0.9931293,116.6397064,69.13,10.363,1.8,0.33,0.06,459915.338,9890228.489,-0.9931165,116.6397179
WB02-INV04,14,14,7,9890256.191,459929.632,-0.9928659,116.6398464,69.19,10.637,4.7,0.88,0.154,459930.938,9890257.561,-0.9928535,116.6398581
WB02-INV04,15,15,8,9890248.925,459929.628,-0.9929317,116.6398463,68.62,9.863,4.4,0.76,0.085,459930.938,9890250.293,-0.9929193,116.6398581
WB02-INV04,16,16,8,9890241.646,459929.674,-0.9929975,116.6398468,69.11,9.91,5.2,0.91,0.207,459930.938,9890243.025,-0.992985,116.6398581
WB02-INV04,17,17,9,9890234.305,459929.666,-0.9930639,116.6398467,68.93,10.254,2.8,0.51,0.106,459930.938,9890235.757,-0.9930508,116.6398581
WB02-INV04,18,18,9,9890227.038,459929.725,-0.9931297,116.6398472,69.09,4.459,183.0,-0.23,0.361,,,,
WB02-INV05,1,1,1,9890221.221,459899.738,-0.9931823,116.6395777,69.13,9.525,6.2,1.04,0.207,459899.738,9890221.221,-0.9931823,116.6395777
WB02-INV05,2,2,1,9890213.953,459899.738,-0.993248,116.6395777,69.35,9.783,3.9,0.67,0.182,459899.738,9890213.953,-0.993248,116.6395777
WB02-INV05,3,3,2,9890206.685,459899.738,-0.9933138,116.6395777,69.2,10.438,3.6,0.66,0.168,459899.738,9890206.685,-0.9933138,116.6395777
WB02-INV05,4,4,2,9890199.417,459899.738,-0.9933795,116.6395777,69.28,10.051,3.9,0.69,0.182,459899.738,9890199.417,-0.9933795,116.6395777
WB02-INV05,5,5,3,9890192.149,459899.738,-0.9934453,116.6395776,69.61,10.838,2.1,0.4,0.134,459899.738,9890192.149,-0.9934453,116.6395776
WB02-INV05,6,6,3,9890184.881,459899.738,-0.993511,116.6395776,69.79,10.993,1.5,0.29,0.112,459899.738,9890184.881,-0.993511,116.6395776
WB02-INV05,7,7,4,9890221.221,459915.338,-0.9931823,116.6397179,68.83,9.735,0.5,0.09,0.114,459915.338,9890221.221,-0.9931823,116.6397179
WB02-INV05,8,8,4,9890213.953,459915.338,-0.993248,116.6397179,69.0,9.608,1.9,0.32,0.081,459915.338,9890213.953,-0.993248,116.6397179
WB02-INV05,9,9,5,9890206.685,459915.338,-0.9933138,116.6397179,69.21,11.692,4.2,0.87,0.189,459915.338,9890206.685,-0.9933138,116.6397179
WB02-INV05,10,10,5,9890199.417,459915.338,-0.9933795,116.6397179,69.27,10.058,6.5,1.15,0.207,459915.338,9890199.417,-0.9933795,116.6397179
WB02-INV05,11,11,6,9890192.149,459915.338,-0.9934453,116.6397179,69.55,10.13,4.7,0.84,0.205,459915.338,9890192.149,-0.9934453,116.6397179
WB02-INV05,12,12,6,9890184.881,459915.338,-0.9935111,116.6397178,69.78,9.921,4.9,0.86,0.185,459915.338,9890184.881,-0.9935111,116.6397178
WB02-INV05,13,13,7,9890228.489,459930.938,-0.9931165,116.6398581,68.81,9.709,3.5,0.6,0.116,459930.938,9890228.489,-0.9931165,116.6398581
WB02-INV05,14,14,7,9890221.221,459930.938,-0.9931823,116.6398581,68.76,9.927,3.9,0.68,0.146,459930.938,9890221.221,-0.9931823,116.6398581
WB02-INV05,15,15,8,9890213.953,459930.938,-0.9932481,116.6398581,68.97,10.765,4.2,0.8,0.15,459930.938,9890213.953,-0.9932481,116.6398581
WB02-INV05,16,16,8,9890206.685,459930.938,-0.9933138,116.6398581,69.25,10.625,1.7,0.32,0.159,459930.938,9890206.685,-0.9933138,116.6398581
WB02-INV05,17,17,9,9890199.417,459930.938,-0.9933796,116.6398581,69.28,9.635,4.4,0.75,0.191,459930.938,9890199.417,-0.9933796,116.6398581
WB02-INV05,18,18,9,9890192.149,459930.938,-0.9934453,116.6398581,69.65,9.014,5.2,0.82,0.296,459930.938,9890192.149,-0.9934453,116.6398581
WB02-INV06,1,1,1,9890234.232,459804.998,-0.9930645,116.6387262,73.55,10.631,1.3,0.24,0.294,459806.138,9890235.757,-0.9930507,116.6387364
WB02-INV06,2,2,1,9890226.988,459804.954,-0.99313,116.6387258,73.68,10.924,1.4,0.27,0.235,459806.138,9890228.489,-0.9931164,116.6387364
WB02-INV06,3,3,2,9890219.72,459805.035,-0.9931958,116.6387265,73.84,11.457,0.2,0.04,0.191,459806.138,9890221.221,-0.9931822,116.6387364
WB02-INV06,4,4,2,9890212.382,459804.958,-0.9932621,116.6387258,73.5,10.444,4.3,0.79,0.184,459806.138,9890213.953,-0.9932479,116.6387364
WB02-INV06,5,5,3,9890234.24,459820.532,-0.9930644,116.6388658,73.86,10.433,7.1,1.3,0.224,459821.738,9890235.757,-0.9930507,116.6388766
WB02-INV06,6,6,3,9890227.033,459820.524,-0.9931296,116.6388657,73.88,10.17,5.5,0.99,0.23,459821.738,9890228.489,-0.9931164,116.6388766
WB02-INV06,7,7,4,9890219.734,459820.54,-0.9931956,116.6388658,74.1,10.303,2.9,0.53,0.171,459821.738,9890221.221,-0.9931822,116.6388766
WB02-INV06,8,8,4,9890212.478,459820.536,-0.9932613,116.6388658,73.77,11.087,3.8,0.74,0.131,459821.738,9890213.953,-0.9932479,116.6388766
WB02-INV06,9,9,5,9890205.09,459820.579,-0.9933281,116.6388662,73.83,,,,0.523,,,,
WB02-INV06,10,10,5,9890234.262,459836.171,-0.9930642,116.6390063,74.07,10.572,5.7,1.06,0.267,459837.338,9890235.757,-0.9930507,116.6390168
WB02-INV06,11,11,6,9890227.044,459836.124,-0.9931295,116.6390059,73.95,9.976,2.9,0.51,0.172,459837.338,9890228.489,-0.9931165,116.6390168
WB02-INV06,12,12,6,9890219.749,459836.095,-0.9931955,116.6390057,74.11,10.789,4.9,0.93,0.222,459837.338,9890221.221,-0.9931822,116.6390168
WB02-INV06,13,13,7,9890212.488,459836.192,-0.9932612,116.6390065,73.81,11.104,2.8,0.55,0.162,459837.338,9890213.953,-0.993248,116.6390168
WB02-INV06,14,14,7,9890205.144,459836.227,-0.9933277,116.6390068,74.05,1.465,286.3,-1.41,0.46,,,,
WB02-INV06,15,15,8,9890227.042,459851.687,-0.9931296,116.6391458,74.01,10.963,8.6,1.66,0.284,459852.938,9890228.489,-0.9931165,116.639157
WB02-INV06,16,16,8,9890219.771,459851.759,-0.9931953,116.6391464,74.18,1.928,329.4,-0.98,0.418,,,,
WB02-INV06,17,17,9,9890212.422,459851.802,-0.9932618,116.6391468,74.1,1.214,291.4,-1.13,0.471,,,,
WB02-INV06,18,18,9,9890205.151,459851.84,-0.9933276,116.6391472,74.1,1.678,293.2,-1.54,0.413,,,,
WB02-INV07,1,1,1,9890154.187,459727.113,-0.9937886,116.6380261,71.88,10.566,1.3,0.24,0.105,459728.138,9890155.809,-0.9937739,116.6380353
WB02-INV07,2,2,1,9890146.95,459727.112,-0.993854,116.6380261,72.29,11.722,1.9,0.39,0.167,459728.138,9890148.541,-0.9938396,116.6380353
WB02-INV07,3,3,2,9890139.595,459727.065,-0.9939206,116.6380256,72.79,11.404,359.0,-0.2,0.088,459728.138,9890141.273,-0.9939054,116.6380353
WB02-INV07,4,4,2,9890132.317,459727.042,-0.9939864,116.6380254,73.15,9.466,1.1,0.18,0.168,459728.138,9890134.005,-0.9939712,116.6380353
WB02-INV07,5,5,3,9890154.22,459742.675,-0.9937883,116.6381659,71.99,11.742,4.8,1.0,0.233,459743.738,9890155.809,-0.9937739,116.6381755
WB02-INV07,6,6,3,9890147.015,459742.679,-0.9938535,116.638166,72.35,13.24,4.3,1.01,0.284,459743.738,9890148.541,-0.9938397,116.6381755
WB02-INV07,7,7,4,9890139.672,459742.661,-0.9939199,116.6381658,72.79,12.799,4.5,1.02,0.206,459743.738,9890141.273,-0.9939054,116.6381755
WB02-INV07,8,8,4,9890132.349,459742.63,-0.9939861,116.6381655,73.36,10.52,4.1,0.76,0.185,459743.738,9890134.005,-0.9939712,116.6381755
WB02-INV07,9,9,5,9890154.22,459758.281,-0.9937883,116.6383062,71.83,12.415,2.7,0.59,0.216,459759.338,9890155.809,-0.9937739,116.6383157
WB02-INV07,10,10,5,9890147.015,459758.256,-0.9938535,116.638306,72.34,12.67,4.3,0.97,0.263,459759.338,9890148.541,-0.9938397,116.6383157
WB02-INV07,11,11,6,9890139.658,459758.295,-0.99392,116.6383063,72.71,11.975,2.1,0.45,0.219,459759.338,9890141.273,-0.9939054,116.6383157
WB02-INV07,12,12,6,9890132.38,459758.283,-0.9939859,116.6383062,73.22,10.892,1.9,0.37,0.118,459759.338,9890134.005,-0.9939712,116.6383157
WB02-INV07,13,13,7,9890154.225,459773.921,-0.9937883,116.6384468,71.85,12.087,2.8,0.6,0.197,459774.938,9890155.809,-0.9937739,116.6384559
WB02-INV07,14,14,7,9890146.996,459773.953,-0.9938537,116.6384471,72.3,11.101,1.2,0.24,0.14,459774.938,9890148.541,-0.9938397,116.6384559
WB02-INV07,15,15,8,9890139.68,459773.928,-0.9939199,116.6384468,72.69,12.38,2.1,0.46,0.181,459774.938,9890141.273,-0.9939054,116.6384559
WB02-INV07,16,16,8,9890132.408,459773.89,-0.9939856,116.6384465,73.27,12.007,1.2,0.26,0.159,459774.938,9890134.005,-0.9939712,116.6384559
WB02-INV07,17,17,9,9890139.672,459789.563,-0.9939199,116.6385873,72.78,11.993,1.5,0.32,0.145,459790.538,9890141.273,-0.9939055,116.6385961
WB02-INV07,18,18,9,9890132.435,459789.506,-0.9939854,116.6385868,73.21,11.011,4.4,0.86,0.151,459790.538,9890134.005,-0.9939712,116.6385961
WB02-INV08,1,1,1,9890168.767,459805.085,-0.9936567,116.6387269,70.65,10.79,1.4,0.27,0.133,459806.138,9890170.345,-0.9936425,116.6387364
WB02-INV08,2,2,1,9890161.548,459805.044,-0.993722,116.6387265,70.9,10.503,4.4,0.81,0.157,459806.138,9890163.077,-0.9937082,116.6387363
WB02-INV08,3,3,2,9890154.235,459805.097,-0.9937882,116.638727,71.41,11.787,4.5,0.94,0.211,459806.138,9890155.809,-0.993774,116.6387363
WB02-INV08,4,4,2,9890147.025,459805.016,-0.9938534,116.6387263,72.13,11.185,3.3,0.65,0.091,459806.138,9890148.541,-0.9938397,116.6387363
WB02-INV08,5,5,3,9890139.707,459805.052,-0.9939196,116.6387266,72.48,11.081,3.6,0.7,0.095,459806.138,9890141.273,-0.9939055,116.6387363
WB02-INV08,6,6,3,9890132.435,459805.071,-0.9939854,116.6387267,72.98,10.95,4.8,0.93,0.156,459806.138,9890134.005,-0.9939712,116.6387363
WB02-INV08,7,7,4,9890168.811,459820.656,-0.9936564,116.6388668,70.99,10.498,2.2,0.41,0.109,459821.738,9890170.345,-0.9936425,116.6388766
WB02-INV08,8,8,4,9890161.533,459820.66,-0.9937222,116.6388669,71.1,10.474,0.3,0.06,0.104,459821.738,9890163.077,-0.9937082,116.6388766
WB02-INV08,9,9,5,9890154.244,459820.615,-0.9937881,116.6388665,71.52,10.88,359.4,-0.12,0.112,459821.738,9890155.809,-0.993774,116.6388766
WB02-INV08,10,10,5,9890147.031,459820.61,-0.9938534,116.6388664,71.78,11.19,2.0,0.4,0.082,459821.738,9890148.541,-0.9938397,116.6388765
WB02-INV08,11,11,6,9890139.71,459820.649,-0.9939196,116.6388667,72.17,12.042,1.1,0.23,0.09,459821.738,9890141.273,-0.9939055,116.6388765
WB02-INV08,12,12,6,9890132.435,459820.65,-0.9939855,116.6388667,72.59,10.832,0.7,0.13,0.091,459821.738,9890134.005,-0.9939712,116.6388765
WB02-INV08,13,13,7,9890168.806,459836.287,-0.9936564,116.6390073,71.27,1.513,287.3,-1.44,0.364,,,,
WB02-INV08,14,14,7,9890161.554,459836.235,-0.993722,116.6390069,71.38,1.809,304.7,-1.49,0.322,,,,
WB02-INV08,15,15,8,9890154.3,459836.231,-0.9937877,116.6390068,71.6,4.937,353.0,-0.6,0.231,,,,
WB02-INV08,16,16,8,9890168.842,459851.951,-0.9936561,116.6391481,71.58,1.895,318.8,-1.25,0.366,,,,
WB02-INV08,17,17,9,9890161.553,459851.911,-0.993722,116.6391478,71.62,1.879,332.2,-0.88,0.356,,,,
WB02-INV08,18,18,9,9890154.334,459851.882,-0.9937874,116.6391475,71.9,1.091,318.4,-0.72,0.378,,,,
WB02-INV09,1,1,1,9890126.737,459728.138,-0.9940369,116.6380353,73.48,13.695,1.4,0.34,0.145,459728.138,9890126.737,-0.9940369,116.6380353
WB02-INV09,2,2,1,9890119.469,459728.138,-0.9941027,116.6380352,74.13,13.376,0.7,0.17,0.165,459728.138,9890119.469,-0.9941027,116.6380352
WB02-INV09,3,3,2,9890112.201,459728.138,-0.9941684,116.6380352,74.99,12.084,359.8,-0.04,0.128,459728.138,9890112.201,-0.9941684,116.6380352
WB02-INV09,4,4,2,9890104.933,459728.138,-0.9942342,116.6380352,75.61,11.276,1.0,0.2,0.112,459728.138,9890104.933,-0.9942342,116.6380352
WB02-INV09,5,5,3,9890097.665,459728.138,-0.9942999,116.6380352,76.45,11.279,0.7,0.14,0.105,459728.138,9890097.665,-0.9942999,116.6380352
WB02-INV09,6,6,3,9890090.397,459728.138,-0.9943657,116.6380352,76.82,10.175,1.9,0.34,0.127,459728.138,9890090.397,-0.9943657,116.6380352
WB02-INV09,7,7,4,9890126.737,459743.738,-0.9940369,116.6381755,73.59,12.186,3.9,0.84,0.169,459743.738,9890126.737,-0.9940369,116.6381755
WB02-INV09,8,8,4,9890119.469,459743.738,-0.9941027,116.6381755,74.27,12.171,0.1,0.02,0.186,459743.738,9890119.469,-0.9941027,116.6381755
WB02-INV09,9,9,5,9890112.201,459743.738,-0.9941684,116.6381755,75.01,10.967,3.6,0.7,0.199,459743.738,9890112.201,-0.9941684,116.6381755
WB02-INV09,10,10,5,9890104.933,459743.738,-0.9942342,116.6381754,75.66,11.527,3.1,0.63,0.174,459743.738,9890104.933,-0.9942342,116.6381754
WB02-INV09,11,11,6,9890097.665,459743.738,-0.9942999,116.6381754,76.58,11.089,359.2,-0.16,0.105,459743.738,9890097.665,-0.9942999,116.6381754
WB02-INV09,12,12,6,9890090.397,459743.738,-0.9943657,116.6381754,76.96,11.229,1.5,0.3,0.132,459743.738,9890090.397,-0.9943657,116.6381754
